severity	updateDate	comments	line	author	rule	project	effort	message	creationDate	type	tags	component	flows	scope	textRange	debt	key	hash	status
CRITICAL	2022-11-08T09:41:07+0000		1102.0		python:S1192	Minh	6min	Define a constant instead of duplicating this literal 'd:occurrenceDateTime' 3 times.	2022-11-08T09:41:07+0000	CODE_SMELL	"design / "	Minh:DCLV/lib/dttype.py	"{locations=[{component=Minh:DCLV/lib/dttype.py, textRange={startLine=1625.0, endLine=1625.0, startOffset=47.0, endOffset=69.0}, msg=Duplication}]} / {locations=[{component=Minh:DCLV/lib/dttype.py, textRange={startLine=2076.0, endLine=2076.0, startOffset=43.0, endOffset=65.0}, msg=Duplication}]} / "	MAIN	{startLine=1102.0, endLine=1102.0, startOffset=47.0, endOffset=69.0}	6min	AYRWnafTxuRpS6X9fA_N	4b078af077024c1d5e620ed93919da81	OPEN
CRITICAL	2022-11-08T09:41:07+0000		1105.0		python:S1192	Minh	6min	Define a constant instead of duplicating this literal 'd:authoredOn' 3 times.	2022-11-08T09:41:07+0000	CODE_SMELL	"design / "	Minh:DCLV/lib/dttype.py	"{locations=[{component=Minh:DCLV/lib/dttype.py, textRange={startLine=1628.0, endLine=1628.0, startOffset=48.0, endOffset=62.0}, msg=Duplication}]} / {locations=[{component=Minh:DCLV/lib/dttype.py, textRange={startLine=2079.0, endLine=2079.0, startOffset=44.0, endOffset=58.0}, msg=Duplication}]} / "	MAIN	{startLine=1105.0, endLine=1105.0, startOffset=48.0, endOffset=62.0}	6min	AYRWnafTxuRpS6X9fA_V	49740e02e824c1de7d76909c87270048	OPEN
MAJOR	2022-11-08T09:41:07+0000		1110.0		python:S5806	Minh	-	Rename this variable; it shadows a builtin.	2022-11-08T09:41:07+0000	CODE_SMELL	"bad-practice / confusing / pitfall / "	Minh:DCLV/lib/dttype.py	"{locations=[{component=Minh:DCLV/lib/dttype.py, textRange={startLine=1115.0, endLine=1115.0, startOffset=16.0, endOffset=23.0}, msg=Variable also assigned here.}]} / "	MAIN	{startLine=1110.0, endLine=1110.0, startOffset=16.0, endOffset=23.0}	-	AYRWnafUxuRpS6X9fBBM	87845e7b13d7a6bf8415910b5b891b1f	OPEN
CRITICAL	2022-11-08T09:41:07+0000		1113.0		python:S1192	Minh	6min	Define a constant instead of duplicating this literal 'd:performer' 3 times.	2022-11-08T09:41:07+0000	CODE_SMELL	"design / "	Minh:DCLV/lib/dttype.py	"{locations=[{component=Minh:DCLV/lib/dttype.py, textRange={startLine=1259.0, endLine=1259.0, startOffset=48.0, endOffset=61.0}, msg=Duplication}]} / {locations=[{component=Minh:DCLV/lib/dttype.py, textRange={startLine=1463.0, endLine=1463.0, startOffset=56.0, endOffset=69.0}, msg=Duplication}]} / "	MAIN	{startLine=1113.0, endLine=1113.0, startOffset=46.0, endOffset=59.0}	6min	AYRWnafTxuRpS6X9fA_f	560e2a78999259d3a2523d370f3d33ca	OPEN
CRITICAL	2022-11-08T09:41:07+0000		1123.0		python:S1192	Minh	18min	Define a constant instead of duplicating this literal 'd:note' 9 times.	2022-11-08T09:41:07+0000	CODE_SMELL	"design / "	Minh:DCLV/lib/dttype.py	"{locations=[{component=Minh:DCLV/lib/dttype.py, textRange={startLine=1172.0, endLine=1172.0, startOffset=43.0, endOffset=51.0}, msg=Duplication}]} / {locations=[{component=Minh:DCLV/lib/dttype.py, textRange={startLine=1285.0, endLine=1285.0, startOffset=43.0, endOffset=51.0}, msg=Duplication}]} / {locations=[{component=Minh:DCLV/lib/dttype.py, textRange={startLine=1631.0, endLine=1631.0, startOffset=41.0, endOffset=49.0}, msg=Duplication}]} / {locations=[{component=Minh:DCLV/lib/dttype.py, textRange={startLine=1678.0, endLine=1678.0, startOffset=43.0, endOffset=51.0}, msg=Duplication}]} / {locations=[{component=Minh:DCLV/lib/dttype.py, textRange={startLine=1780.0, endLine=1780.0, startOffset=43.0, endOffset=51.0}, msg=Duplication}]} / {locations=[{component=Minh:DCLV/lib/dttype.py, textRange={startLine=2082.0, endLine=2082.0, startOffset=37.0, endOffset=45.0}, msg=Duplication}]} / {locations=[{component=Minh:DCLV/lib/dttype.py, textRange={startLine=2123.0, endLine=2123.0, startOffset=39.0, endOffset=47.0}, msg=Duplication}]} / {locations=[{component=Minh:DCLV/lib/dttype.py, textRange={startLine=2211.0, endLine=2211.0, startOffset=39.0, endOffset=47.0}, msg=Duplication}]} / "	MAIN	{startLine=1123.0, endLine=1123.0, startOffset=41.0, endOffset=49.0}	18min	AYRWnafTxuRpS6X9fA_a	4efcc276ec6a188770fe3e06ba869c4d	OPEN
CRITICAL	2022-11-08T09:41:07+0000		1129.0		python:S3776	Minh	25min	Refactor this function to reduce its Cognitive Complexity from 35 to the 15 allowed.	2022-11-08T09:41:07+0000	CODE_SMELL	"brain-overload / "	Minh:DCLV/lib/dttype.py	"{locations=[{component=Minh:DCLV/lib/dttype.py, textRange={startLine=1134.0, endLine=1134.0, startOffset=4.0, endOffset=6.0}, msg=+1}]} / {locations=[{component=Minh:DCLV/lib/dttype.py, textRange={startLine=1134.0, endLine=1134.0, startOffset=40.0, endOffset=43.0}, msg=+1}]} / {locations=[{component=Minh:DCLV/lib/dttype.py, textRange={startLine=1139.0, endLine=1139.0, startOffset=8.0, endOffset=10.0}, msg=+2 (incl 1 for nesting)}]} / {locations=[{component=Minh:DCLV/lib/dttype.py, textRange={startLine=1139.0, endLine=1139.0, startOffset=32.0, endOffset=34.0}, msg=+1}]} / {locations=[{component=Minh:DCLV/lib/dttype.py, textRange={startLine=1143.0, endLine=1143.0, startOffset=8.0, endOffset=10.0}, msg=+2 (incl 1 for nesting)}]} / {locations=[{component=Minh:DCLV/lib/dttype.py, textRange={startLine=1143.0, endLine=1143.0, startOffset=30.0, endOffset=32.0}, msg=+1}]} / {locations=[{component=Minh:DCLV/lib/dttype.py, textRange={startLine=1146.0, endLine=1146.0, startOffset=8.0, endOffset=10.0}, msg=+2 (incl 1 for nesting)}]} / {locations=[{component=Minh:DCLV/lib/dttype.py, textRange={startLine=1146.0, endLine=1146.0, startOffset=32.0, endOffset=34.0}, msg=+1}]} / {locations=[{component=Minh:DCLV/lib/dttype.py, textRange={startLine=1149.0, endLine=1149.0, startOffset=12.0, endOffset=14.0}, msg=+3 (incl 2 for nesting)}]} / {locations=[{component=Minh:DCLV/lib/dttype.py, textRange={startLine=1153.0, endLine=1153.0, startOffset=12.0, endOffset=14.0}, msg=+3 (incl 2 for nesting)}]} / {locations=[{component=Minh:DCLV/lib/dttype.py, textRange={startLine=1156.0, endLine=1156.0, startOffset=12.0, endOffset=14.0}, msg=+3 (incl 2 for nesting)}]} / {locations=[{component=Minh:DCLV/lib/dttype.py, textRange={startLine=1159.0, endLine=1159.0, startOffset=12.0, endOffset=14.0}, msg=+3 (incl 2 for nesting)}]} / {locations=[{component=Minh:DCLV/lib/dttype.py, textRange={startLine=1163.0, endLine=1163.0, startOffset=12.0, endOffset=14.0}, msg=+3 (incl 2 for nesting)}]} / {locations=[{component=Minh:DCLV/lib/dttype.py, textRange={startLine=1167.0, endLine=1167.0, startOffset=12.0, endOffset=14.0}, msg=+3 (incl 2 for nesting)}]} / {locations=[{component=Minh:DCLV/lib/dttype.py, textRange={startLine=1170.0, endLine=1170.0, startOffset=12.0, endOffset=14.0}, msg=+3 (incl 2 for nesting)}]} / {locations=[{component=Minh:DCLV/lib/dttype.py, textRange={startLine=1173.0, endLine=1173.0, startOffset=12.0, endOffset=14.0}, msg=+3 (incl 2 for nesting)}]} / "	MAIN	{startLine=1129.0, endLine=1129.0, startOffset=4.0, endOffset=19.0}	25min	AYRWnafUxuRpS6X9fBBN	2cffe20742c3c45ed1ef5188cd9da03e	OPEN
CRITICAL	2022-11-08T09:41:07+0000		1148.0		python:S1192	Minh	10min	Define a constant instead of duplicating this literal 'd:clinicalStatus' 5 times.	2022-11-08T09:41:07+0000	CODE_SMELL	"design / "	Minh:DCLV/lib/dttype.py	"{locations=[{component=Minh:DCLV/lib/dttype.py, textRange={startLine=1492.0, endLine=1492.0, startOffset=52.0, endOffset=70.0}, msg=Duplication}]} / {locations=[{component=Minh:DCLV/lib/dttype.py, textRange={startLine=1654.0, endLine=1654.0, startOffset=54.0, endOffset=72.0}, msg=Duplication}]} / {locations=[{component=Minh:DCLV/lib/dttype.py, textRange={startLine=1970.0, endLine=1970.0, startOffset=52.0, endOffset=70.0}, msg=Duplication}]} / {locations=[{component=Minh:DCLV/lib/dttype.py, textRange={startLine=2099.0, endLine=2099.0, startOffset=50.0, endOffset=68.0}, msg=Duplication}]} / "	MAIN	{startLine=1148.0, endLine=1148.0, startOffset=54.0, endOffset=72.0}	10min	AYRWnafTxuRpS6X9fA_t	9062c75094ea33d6b965c54398cbb163	OPEN
CRITICAL	2022-11-08T09:41:07+0000		1152.0		python:S1192	Minh	10min	Define a constant instead of duplicating this literal 'd:verificationStatus' 5 times.	2022-11-08T09:41:07+0000	CODE_SMELL	"design / "	Minh:DCLV/lib/dttype.py	"{locations=[{component=Minh:DCLV/lib/dttype.py, textRange={startLine=1496.0, endLine=1496.0, startOffset=56.0, endOffset=78.0}, msg=Duplication}]} / {locations=[{component=Minh:DCLV/lib/dttype.py, textRange={startLine=1658.0, endLine=1658.0, startOffset=58.0, endOffset=80.0}, msg=Duplication}]} / {locations=[{component=Minh:DCLV/lib/dttype.py, textRange={startLine=1973.0, endLine=1973.0, startOffset=56.0, endOffset=78.0}, msg=Duplication}]} / {locations=[{component=Minh:DCLV/lib/dttype.py, textRange={startLine=2103.0, endLine=2103.0, startOffset=54.0, endOffset=76.0}, msg=Duplication}]} / "	MAIN	{startLine=1152.0, endLine=1152.0, startOffset=58.0, endOffset=80.0}	10min	AYRWnafTxuRpS6X9fA_1	d5e8cf36525e896409efaade74cd5fcb	OPEN
CRITICAL	2022-11-08T09:41:07+0000		1158.0		python:S1192	Minh	12min	Define a constant instead of duplicating this literal 'd:severity' 6 times.	2022-11-08T09:41:07+0000	CODE_SMELL	"design / "	Minh:DCLV/lib/dttype.py	"{locations=[{component=Minh:DCLV/lib/dttype.py, textRange={startLine=1534.0, endLine=1534.0, startOffset=41.0, endOffset=53.0}, msg=Duplication}]} / {locations=[{component=Minh:DCLV/lib/dttype.py, textRange={startLine=1664.0, endLine=1664.0, startOffset=47.0, endOffset=59.0}, msg=Duplication}]} / {locations=[{component=Minh:DCLV/lib/dttype.py, textRange={startLine=1999.0, endLine=1999.0, startOffset=49.0, endOffset=61.0}, msg=Duplication}]} / {locations=[{component=Minh:DCLV/lib/dttype.py, textRange={startLine=2001.0, endLine=2001.0, startOffset=73.0, endOffset=85.0}, msg=Duplication}]} / {locations=[{component=Minh:DCLV/lib/dttype.py, textRange={startLine=2109.0, endLine=2109.0, startOffset=43.0, endOffset=55.0}, msg=Duplication}]} / "	MAIN	{startLine=1158.0, endLine=1158.0, startOffset=47.0, endOffset=59.0}	12min	AYRWnafSxuRpS6X9fA-t	d23c437ffcbc747825e077f844cf3e6e	OPEN
CRITICAL	2022-11-08T09:41:07+0000		1166.0		python:S1192	Minh	10min	Define a constant instead of duplicating this literal 'd:onsetDateTime' 5 times.	2022-11-08T09:41:07+0000	CODE_SMELL	"design / "	Minh:DCLV/lib/dttype.py	"{locations=[{component=Minh:DCLV/lib/dttype.py, textRange={startLine=1512.0, endLine=1512.0, startOffset=42.0, endOffset=59.0}, msg=Duplication}]} / {locations=[{component=Minh:DCLV/lib/dttype.py, textRange={startLine=1672.0, endLine=1672.0, startOffset=44.0, endOffset=61.0}, msg=Duplication}]} / {locations=[{component=Minh:DCLV/lib/dttype.py, textRange={startLine=1985.0, endLine=1985.0, startOffset=42.0, endOffset=59.0}, msg=Duplication}]} / {locations=[{component=Minh:DCLV/lib/dttype.py, textRange={startLine=2117.0, endLine=2117.0, startOffset=40.0, endOffset=57.0}, msg=Duplication}]} / "	MAIN	{startLine=1166.0, endLine=1166.0, startOffset=44.0, endOffset=61.0}	10min	AYRWnafTxuRpS6X9fA-_	a805f7e91e2b264e2e9454d81d641bb7	OPEN
CRITICAL	2022-11-08T09:41:07+0000		1169.0		python:S1192	Minh	6min	Define a constant instead of duplicating this literal 'd:abatementDateTime' 3 times.	2022-11-08T09:41:07+0000	CODE_SMELL	"design / "	Minh:DCLV/lib/dttype.py	"{locations=[{component=Minh:DCLV/lib/dttype.py, textRange={startLine=1675.0, endLine=1675.0, startOffset=48.0, endOffset=69.0}, msg=Duplication}]} / {locations=[{component=Minh:DCLV/lib/dttype.py, textRange={startLine=2120.0, endLine=2120.0, startOffset=44.0, endOffset=65.0}, msg=Duplication}]} / "	MAIN	{startLine=1169.0, endLine=1169.0, startOffset=48.0, endOffset=69.0}	6min	AYRWnafTxuRpS6X9fA_T	e94c8118e24e142ff1b4b6b00a8ccb79	OPEN
CRITICAL	2022-11-08T09:41:07+0000		1180.0		python:S3776	Minh	23min	Refactor this function to reduce its Cognitive Complexity from 33 to the 15 allowed.	2022-11-08T09:41:07+0000	CODE_SMELL	"brain-overload / "	Minh:DCLV/lib/dttype.py	"{locations=[{component=Minh:DCLV/lib/dttype.py, textRange={startLine=1184.0, endLine=1184.0, startOffset=4.0, endOffset=6.0}, msg=+1}]} / {locations=[{component=Minh:DCLV/lib/dttype.py, textRange={startLine=1184.0, endLine=1184.0, startOffset=42.0, endOffset=45.0}, msg=+1}]} / {locations=[{component=Minh:DCLV/lib/dttype.py, textRange={startLine=1189.0, endLine=1189.0, startOffset=8.0, endOffset=10.0}, msg=+2 (incl 1 for nesting)}]} / {locations=[{component=Minh:DCLV/lib/dttype.py, textRange={startLine=1189.0, endLine=1189.0, startOffset=32.0, endOffset=34.0}, msg=+1}]} / {locations=[{component=Minh:DCLV/lib/dttype.py, textRange={startLine=1193.0, endLine=1193.0, startOffset=8.0, endOffset=10.0}, msg=+2 (incl 1 for nesting)}]} / {locations=[{component=Minh:DCLV/lib/dttype.py, textRange={startLine=1193.0, endLine=1193.0, startOffset=30.0, endOffset=32.0}, msg=+1}]} / {locations=[{component=Minh:DCLV/lib/dttype.py, textRange={startLine=1196.0, endLine=1196.0, startOffset=8.0, endOffset=10.0}, msg=+2 (incl 1 for nesting)}]} / {locations=[{component=Minh:DCLV/lib/dttype.py, textRange={startLine=1196.0, endLine=1196.0, startOffset=32.0, endOffset=34.0}, msg=+1}]} / {locations=[{component=Minh:DCLV/lib/dttype.py, textRange={startLine=1199.0, endLine=1199.0, startOffset=12.0, endOffset=14.0}, msg=+3 (incl 2 for nesting)}]} / {locations=[{component=Minh:DCLV/lib/dttype.py, textRange={startLine=1202.0, endLine=1202.0, startOffset=12.0, endOffset=14.0}, msg=+3 (incl 2 for nesting)}]} / {locations=[{component=Minh:DCLV/lib/dttype.py, textRange={startLine=1206.0, endLine=1206.0, startOffset=12.0, endOffset=14.0}, msg=+3 (incl 2 for nesting)}]} / {locations=[{component=Minh:DCLV/lib/dttype.py, textRange={startLine=1210.0, endLine=1210.0, startOffset=12.0, endOffset=14.0}, msg=+3 (incl 2 for nesting)}]} / {locations=[{component=Minh:DCLV/lib/dttype.py, textRange={startLine=1214.0, endLine=1214.0, startOffset=12.0, endOffset=14.0}, msg=+3 (incl 2 for nesting)}]} / {locations=[{component=Minh:DCLV/lib/dttype.py, textRange={startLine=1218.0, endLine=1218.0, startOffset=16.0, endOffset=18.0}, msg=+4 (incl 3 for nesting)}]} / {locations=[{component=Minh:DCLV/lib/dttype.py, textRange={startLine=1221.0, endLine=1221.0, startOffset=12.0, endOffset=14.0}, msg=+3 (incl 2 for nesting)}]} / "	MAIN	{startLine=1180.0, endLine=1180.0, startOffset=4.0, endOffset=21.0}	23min	AYRWnafUxuRpS6X9fBBO	827342d946ab18baffd56539e6acde70	OPEN
CRITICAL	2022-11-08T09:41:07+0000		1209.0		python:S1192	Minh	18min	Define a constant instead of duplicating this literal 'd:effectiveDateTime' 9 times.	2022-11-08T09:41:07+0000	CODE_SMELL	"design / "	Minh:DCLV/lib/dttype.py	"{locations=[{component=Minh:DCLV/lib/dttype.py, textRange={startLine=1317.0, endLine=1317.0, startOffset=49.0, endOffset=70.0}, msg=Duplication}]} / {locations=[{component=Minh:DCLV/lib/dttype.py, textRange={startLine=1460.0, endLine=1460.0, startOffset=56.0, endOffset=77.0}, msg=Duplication}]} / {locations=[{component=Minh:DCLV/lib/dttype.py, textRange={startLine=1714.0, endLine=1714.0, startOffset=50.0, endOffset=71.0}, msg=Duplication}]} / {locations=[{component=Minh:DCLV/lib/dttype.py, textRange={startLine=1809.0, endLine=1809.0, startOffset=49.0, endOffset=70.0}, msg=Duplication}]} / {locations=[{component=Minh:DCLV/lib/dttype.py, textRange={startLine=1948.0, endLine=1948.0, startOffset=56.0, endOffset=77.0}, msg=Duplication}]} / {locations=[{component=Minh:DCLV/lib/dttype.py, textRange={startLine=2152.0, endLine=2152.0, startOffset=46.0, endOffset=67.0}, msg=Duplication}]} / {locations=[{component=Minh:DCLV/lib/dttype.py, textRange={startLine=2234.0, endLine=2234.0, startOffset=45.0, endOffset=66.0}, msg=Duplication}]} / {locations=[{component=Minh:DCLV/lib/dttype.py, textRange={startLine=2362.0, endLine=2362.0, startOffset=52.0, endOffset=73.0}, msg=Duplication}]} / "	MAIN	{startLine=1209.0, endLine=1209.0, startOffset=50.0, endOffset=71.0}	18min	AYRWnafTxuRpS6X9fA_x	16b7127ac238b36cc8e7056e2c94e505	OPEN
CRITICAL	2022-11-08T09:41:07+0000		1220.0		python:S1192	Minh	6min	Define a constant instead of duplicating this literal 'd:referenceRange' 3 times.	2022-11-08T09:41:07+0000	CODE_SMELL	"design / "	Minh:DCLV/lib/dttype.py	"{locations=[{component=Minh:DCLV/lib/dttype.py, textRange={startLine=1725.0, endLine=1725.0, startOffset=56.0, endOffset=74.0}, msg=Duplication}]} / {locations=[{component=Minh:DCLV/lib/dttype.py, textRange={startLine=2163.0, endLine=2163.0, startOffset=52.0, endOffset=70.0}, msg=Duplication}]} / "	MAIN	{startLine=1220.0, endLine=1220.0, startOffset=56.0, endOffset=74.0}	6min	AYRWnafTxuRpS6X9fA_u	46cd6ce9c02c4a701c17fb090eefc14c	OPEN
CRITICAL	2022-11-08T09:41:07+0000		1226.0		python:S3776	Minh	55min	Refactor this function to reduce its Cognitive Complexity from 65 to the 15 allowed.	2022-11-08T09:41:07+0000	CODE_SMELL	"brain-overload / "	Minh:DCLV/lib/dttype.py	"{locations=[{component=Minh:DCLV/lib/dttype.py, textRange={startLine=1230.0, endLine=1230.0, startOffset=4.0, endOffset=6.0}, msg=+1}]} / {locations=[{component=Minh:DCLV/lib/dttype.py, textRange={startLine=1230.0, endLine=1230.0, startOffset=40.0, endOffset=43.0}, msg=+1}]} / {locations=[{component=Minh:DCLV/lib/dttype.py, textRange={startLine=1235.0, endLine=1235.0, startOffset=8.0, endOffset=10.0}, msg=+2 (incl 1 for nesting)}]} / {locations=[{component=Minh:DCLV/lib/dttype.py, textRange={startLine=1235.0, endLine=1235.0, startOffset=32.0, endOffset=34.0}, msg=+1}]} / {locations=[{component=Minh:DCLV/lib/dttype.py, textRange={startLine=1239.0, endLine=1239.0, startOffset=8.0, endOffset=10.0}, msg=+2 (incl 1 for nesting)}]} / {locations=[{component=Minh:DCLV/lib/dttype.py, textRange={startLine=1239.0, endLine=1239.0, startOffset=30.0, endOffset=32.0}, msg=+1}]} / {locations=[{component=Minh:DCLV/lib/dttype.py, textRange={startLine=1242.0, endLine=1242.0, startOffset=8.0, endOffset=10.0}, msg=+2 (incl 1 for nesting)}]} / {locations=[{component=Minh:DCLV/lib/dttype.py, textRange={startLine=1242.0, endLine=1242.0, startOffset=32.0, endOffset=34.0}, msg=+1}]} / {locations=[{component=Minh:DCLV/lib/dttype.py, textRange={startLine=1245.0, endLine=1245.0, startOffset=12.0, endOffset=14.0}, msg=+3 (incl 2 for nesting)}]} / {locations=[{component=Minh:DCLV/lib/dttype.py, textRange={startLine=1248.0, endLine=1248.0, startOffset=12.0, endOffset=14.0}, msg=+3 (incl 2 for nesting)}]} / {locations=[{component=Minh:DCLV/lib/dttype.py, textRange={startLine=1252.0, endLine=1252.0, startOffset=12.0, endOffset=14.0}, msg=+3 (incl 2 for nesting)}]} / {locations=[{component=Minh:DCLV/lib/dttype.py, textRange={startLine=1256.0, endLine=1256.0, startOffset=12.0, endOffset=14.0}, msg=+3 (incl 2 for nesting)}]} / {locations=[{component=Minh:DCLV/lib/dttype.py, textRange={startLine=1260.0, endLine=1260.0, startOffset=12.0, endOffset=14.0}, msg=+3 (incl 2 for nesting)}]} / {locations=[{component=Minh:DCLV/lib/dttype.py, textRange={startLine=1263.0, endLine=1263.0, startOffset=16.0, endOffset=18.0}, msg=+4 (incl 3 for nesting)}]} / {locations=[{component=Minh:DCLV/lib/dttype.py, textRange={startLine=1266.0, endLine=1266.0, startOffset=12.0, endOffset=14.0}, msg=+3 (incl 2 for nesting)}]} / {locations=[{component=Minh:DCLV/lib/dttype.py, textRange={startLine=1268.0, endLine=1268.0, startOffset=16.0, endOffset=18.0}, msg=+4 (incl 3 for nesting)}]} / {locations=[{component=Minh:DCLV/lib/dttype.py, textRange={startLine=1271.0, endLine=1271.0, startOffset=12.0, endOffset=14.0}, msg=+3 (incl 2 for nesting)}]} / {locations=[{component=Minh:DCLV/lib/dttype.py, textRange={startLine=1273.0, endLine=1273.0, startOffset=16.0, endOffset=18.0}, msg=+4 (incl 3 for nesting)}]} / {locations=[{component=Minh:DCLV/lib/dttype.py, textRange={startLine=1276.0, endLine=1276.0, startOffset=12.0, endOffset=14.0}, msg=+3 (incl 2 for nesting)}]} / {locations=[{component=Minh:DCLV/lib/dttype.py, textRange={startLine=1278.0, endLine=1278.0, startOffset=16.0, endOffset=18.0}, msg=+4 (incl 3 for nesting)}]} / {locations=[{component=Minh:DCLV/lib/dttype.py, textRange={startLine=1281.0, endLine=1281.0, startOffset=12.0, endOffset=14.0}, msg=+3 (incl 2 for nesting)}]} / {locations=[{component=Minh:DCLV/lib/dttype.py, textRange={startLine=1283.0, endLine=1283.0, startOffset=16.0, endOffset=18.0}, msg=+4 (incl 3 for nesting)}]} / {locations=[{component=Minh:DCLV/lib/dttype.py, textRange={startLine=1286.0, endLine=1286.0, startOffset=12.0, endOffset=14.0}, msg=+3 (incl 2 for nesting)}]} / {locations=[{component=Minh:DCLV/lib/dttype.py, textRange={startLine=1288.0, endLine=1288.0, startOffset=16.0, endOffset=18.0}, msg=+4 (incl 3 for nesting)}]} / "	MAIN	{startLine=1226.0, endLine=1226.0, startOffset=4.0, endOffset=19.0}	55min	AYRWnafUxuRpS6X9fBBP	3e895130b475e73bf27109b25b3438ee	OPEN
CRITICAL	2022-11-08T09:41:07+0000		1255.0		python:S1192	Minh	6min	Define a constant instead of duplicating this literal 'd:performedDateTime' 3 times.	2022-11-08T09:41:07+0000	CODE_SMELL	"design / "	Minh:DCLV/lib/dttype.py	"{locations=[{component=Minh:DCLV/lib/dttype.py, textRange={startLine=1760.0, endLine=1760.0, startOffset=57.0, endOffset=78.0}, msg=Duplication}]} / {locations=[{component=Minh:DCLV/lib/dttype.py, textRange={startLine=2191.0, endLine=2191.0, startOffset=53.0, endOffset=74.0}, msg=Duplication}]} / "	MAIN	{startLine=1255.0, endLine=1255.0, startOffset=57.0, endOffset=78.0}	6min	AYRWnafTxuRpS6X9fA_y	2a6c5cca00b65ac612b9a5a3d3709036	OPEN
MAJOR	2022-11-08T09:41:07+0000		1262.0		python:S5806	Minh	-	Rename this variable; it shadows a builtin.	2022-11-08T09:41:07+0000	CODE_SMELL	"bad-practice / confusing / pitfall / "	Minh:DCLV/lib/dttype.py		MAIN	{startLine=1262.0, endLine=1262.0, startOffset=16.0, endOffset=23.0}	-	AYRWnafUxuRpS6X9fBBQ	4f70b763f9b90bd88c365b3068c3d2a0	OPEN
CRITICAL	2022-11-08T09:41:07+0000		1270.0		python:S1192	Minh	6min	Define a constant instead of duplicating this literal 'd:outcome' 3 times.	2022-11-08T09:41:07+0000	CODE_SMELL	"design / "	Minh:DCLV/lib/dttype.py	"{locations=[{component=Minh:DCLV/lib/dttype.py, textRange={startLine=1768.0, endLine=1768.0, startOffset=46.0, endOffset=57.0}, msg=Duplication}]} / {locations=[{component=Minh:DCLV/lib/dttype.py, textRange={startLine=2199.0, endLine=2199.0, startOffset=42.0, endOffset=53.0}, msg=Duplication}]} / "	MAIN	{startLine=1270.0, endLine=1270.0, startOffset=46.0, endOffset=57.0}	6min	AYRWnafTxuRpS6X9fA_g	3d85509796a9e2e4131f74b53d5156d7	OPEN
CRITICAL	2022-11-08T09:41:07+0000		1275.0		python:S1192	Minh	6min	Define a constant instead of duplicating this literal 'd:complication' 3 times.	2022-11-08T09:41:07+0000	CODE_SMELL	"design / "	Minh:DCLV/lib/dttype.py	"{locations=[{component=Minh:DCLV/lib/dttype.py, textRange={startLine=1772.0, endLine=1772.0, startOffset=51.0, endOffset=67.0}, msg=Duplication}]} / {locations=[{component=Minh:DCLV/lib/dttype.py, textRange={startLine=2203.0, endLine=2203.0, startOffset=47.0, endOffset=63.0}, msg=Duplication}]} / "	MAIN	{startLine=1275.0, endLine=1275.0, startOffset=51.0, endOffset=67.0}	6min	AYRWnafTxuRpS6X9fA_h	722b8678e3dfa281c0071738b2fa9f0c	OPEN
CRITICAL	2022-11-08T09:41:07+0000		1280.0		python:S1192	Minh	6min	Define a constant instead of duplicating this literal 'd:followUp' 3 times.	2022-11-08T09:41:07+0000	CODE_SMELL	"design / "	Minh:DCLV/lib/dttype.py	"{locations=[{component=Minh:DCLV/lib/dttype.py, textRange={startLine=1776.0, endLine=1776.0, startOffset=48.0, endOffset=60.0}, msg=Duplication}]} / {locations=[{component=Minh:DCLV/lib/dttype.py, textRange={startLine=2207.0, endLine=2207.0, startOffset=44.0, endOffset=56.0}, msg=Duplication}]} / "	MAIN	{startLine=1280.0, endLine=1280.0, startOffset=48.0, endOffset=60.0}	6min	AYRWnafTxuRpS6X9fA_w	bce4d03063442792351cfc7742293715	OPEN
